Date,Time,Timezone,STATUS,QSDELAY,DTEMF,LTEMF,overload,ROOF_STATUS
2026-01-22,09:41:40,+07,0,220,29.4,,False,OFF
2026-01-22,09:41:42,+07,0,220,40.0,,False,OFF
2026-01-22,09:41:44,+07,0,220,29.4,29.4,False,OFF
2026-01-22,09:41:46,+07,0,220,29.4,22.9,False,OFF
2026-01-22,09:41:48,+07,0,220,29.4,22.9,False,OFF
2026-01-22,09:41:50,+07,0,220,23.0,29.4,False,OFF
2026-01-22,09:41:52,+07,0,220,40.0,29.4,False,OFF
2026-01-22,09:41:54,+07,0,220,29.4,29.4,False,OFF
2026-01-22,09:41:56,+07,0,220,29.4,29.4,False,OFF
2026-01-22,09:41:58,+07,0,220,40.0,29.4,False,OFF
2026-01-22,09:42:01,+07,1,220,40.0,29.4,False,OFF
2026-01-22,09:42:03,+07,1,220,80.0,29.4,False,OFF
2026-01-22,09:42:05,+07,1,220,80.0,29.4,False,OFF
2026-01-22,09:42:07,+07,1,220,80.0,29.4,False,OFF
2026-01-22,09:42:09,+07,1,220,80.0,29.4,False,OFF
2026-01-22,09:42:11,+07,1,220,22.9,29.4,False,OFF
2026-01-22,09:42:13,+07,1,220,80.0,29.4,False,OFF
2026-01-22,09:42:15,+07,1,220,29.4,29.4,False,OFF
2026-01-22,09:42:17,+07,1,220,80.0,29.4,False,OFF
2026-01-22,09:42:19,+07,1,220,29.4,29.4,False,OFF
2026-01-22,09:42:21,+07,1,220,29.4,29.4,False,OFF
2026-01-22,09:42:23,+07,1,220,80.0,29.4,False,OFF
2026-01-22,09:42:25,+07,1,220,29.5,29.4,False,OFF
2026-01-22,09:42:27,+07,1,220,80.0,29.4,False,OFF
2026-01-22,09:42:29,+07,1,220,29.4,29.4,False,OFF
2026-01-22,09:42:32,+07,0,220,29.4,29.4,False,OFF
2026-01-22,09:42:34,+07,0,220,40.0,29.4,False,OFF
2026-01-22,09:42:36,+07,0,220,29.4,29.4,False,OFF
2026-01-22,09:42:38,+07,0,220,40.0,29.4,False,OFF
2026-01-22,09:42:40,+07,0,220,29.4,29.4,False,OFF
2026-01-22,09:42:42,+07,0,220,29.4,29.4,False,OFF
2026-01-22,09:42:44,+07,0,220,40.0,29.4,False,OFF
2026-01-22,09:42:46,+07,0,220,22.8,29.4,False,OFF
2026-01-22,09:42:48,+07,0,220,40.0,29.4,False,OFF
2026-01-22,09:42:50,+07,0,220,29.3,29.3,False,OFF
2026-01-22,09:42:52,+07,0,220,40.0,29.3,False,OFF
2026-01-22,09:42:54,+07,0,220,29.4,29.4,False,OFF
2026-01-22,09:42:56,+07,0,220,22.9,29.4,False,OFF
2026-01-22,09:42:58,+07,0,220,40.0,29.4,False,OFF
2026-01-22,09:43:01,+07,1,220,40.0,29.3,False,OFF
2026-01-22,09:43:03,+07,1,220,80.0,29.3,False,OFF
2026-01-22,09:43:05,+07,1,220,29.3,22.9,False,OFF
2026-01-22,09:43:07,+07,1,220,29.3,22.9,False,OFF
2026-01-22,09:43:09,+07,1,220,22.9,22.9,False,OFF
2026-01-22,09:43:11,+07,1,220,29.3,29.3,False,OFF
2026-01-22,09:43:13,+07,1,220,29.3,29.3,False,OFF
2026-01-22,09:43:15,+07,1,220,22.9,29.3,False,OFF
2026-01-22,09:43:17,+07,1,220,80.0,29.3,False,OFF
2026-01-22,09:43:19,+07,1,220,29.4,29.3,False,OFF
2026-01-22,09:43:21,+07,1,220,29.4,29.3,False,OFF
2026-01-22,09:43:23,+07,1,220,80.0,29.3,False,OFF
2026-01-22,09:43:25,+07,1,220,29.3,29.3,False,OFF
2026-01-22,09:43:27,+07,1,220,80.0,29.3,False,OFF
2026-01-22,09:43:29,+07,1,220,29.3,29.3,False,OFF
2026-01-22,09:43:31,+07,0,220,29.3,29.3,False,OFF
2026-01-22,09:43:33,+07,0,220,40.0,29.3,False,OFF
2026-01-22,09:43:35,+07,0,220,29.2,29.3,False,OFF
2026-01-22,09:43:37,+07,0,220,40.0,29.3,False,OFF
2026-01-22,09:43:39,+07,0,220,29.3,29.3,False,OFF
2026-01-22,09:43:41,+07,0,220,29.3,29.3,False,OFF
2026-01-22,09:43:43,+07,0,220,40.0,29.3,False,OFF
2026-01-22,09:43:45,+07,0,220,29.3,29.3,False,OFF
2026-01-22,09:43:47,+07,0,220,40.0,29.3,False,OFF
2026-01-22,09:43:49,+07,0,220,40.0,29.3,False,OFF
2026-01-22,09:43:51,+07,0,220,22.9,29.3,False,OFF
2026-01-22,09:43:54,+07,0,220,22.9,29.3,False,OFF
2026-01-22,09:43:56,+07,0,220,22.9,29.3,False,OFF
2026-01-22,09:43:58,+07,0,220,40.0,29.3,False,OFF
2026-01-22,09:44:00,+07,0,220,29.3,29.3,False,OFF
2026-01-22,09:44:02,+07,1,220,29.3,29.3,False,OFF
2026-01-22,09:44:04,+07,1,220,80.0,29.3,False,OFF
2026-01-22,09:44:06,+07,1,220,29.3,29.3,False,OFF
2026-01-22,09:44:08,+07,1,220,80.0,29.3,False,OFF
2026-01-22,09:44:10,+07,1,220,29.3,29.3,False,OFF
2026-01-22,09:44:12,+07,1,220,29.3,29.3,False,OFF
2026-01-22,09:44:14,+07,1,220,80.0,29.3,False,OFF
2026-01-22,09:44:16,+07,1,220,29.3,29.3,False,OFF
2026-01-22,09:44:18,+07,1,220,80.0,29.3,False,OFF
2026-01-22,09:44:20,+07,1,220,29.3,29.3,False,OFF
2026-01-22,09:44:22,+07,1,220,29.3,29.3,False,OFF
2026-01-22,09:44:24,+07,1,220,80.0,29.3,False,OFF
2026-01-22,09:44:26,+07,1,220,29.3,29.3,False,OFF
2026-01-22,09:44:28,+07,1,220,80.0,29.3,False,OFF
2026-01-22,09:44:31,+07,0,220,80.0,29.3,False,OFF
2026-01-22,09:44:33,+07,0,220,40.0,29.3,False,OFF
2026-01-22,09:44:35,+07,0,220,29.3,29.3,False,OFF
2026-01-22,09:44:37,+07,0,220,40.0,29.3,False,OFF
2026-01-22,09:44:39,+07,0,220,29.3,29.3,False,OFF
2026-01-22,09:44:41,+07,0,220,29.3,29.3,False,OFF
2026-01-22,09:44:43,+07,0,220,40.0,29.3,False,OFF
2026-01-22,09:44:45,+07,0,220,40.0,29.3,False,OFF
2026-01-22,09:44:47,+07,0,220,40.0,29.3,False,OFF
2026-01-22,09:44:49,+07,0,220,29.3,29.3,False,OFF
2026-01-22,09:44:51,+07,0,220,29.3,29.3,False,OFF
2026-01-22,09:44:53,+07,0,220,40.0,29.3,False,OFF
2026-01-22,09:44:55,+07,0,220,29.4,29.4,False,OFF
2026-01-22,09:44:57,+07,0,220,40.0,29.4,False,OFF
2026-01-22,09:44:59,+07,0,220,29.4,29.4,False,OFF
2026-01-22,09:45:01,+07,1,220,29.4,29.4,False,OFF
2026-01-22,09:45:03,+07,1,220,80.0,29.4,False,OFF
2026-01-22,09:45:05,+07,1,220,29.4,29.4,False,OFF
2026-01-22,09:45:07,+07,1,220,29.4,29.3,False,OFF
2026-01-22,09:45:09,+07,1,220,22.8,29.3,False,OFF
2026-01-22,09:45:12,+07,1,220,29.3,29.3,False,OFF
2026-01-22,09:45:14,+07,1,220,80.0,29.4,False,OFF
2026-01-22,09:45:16,+07,1,220,80.0,29.4,False,OFF
2026-01-22,09:45:18,+07,1,220,80.0,29.4,False,OFF
2026-01-22,09:45:20,+07,1,220,29.4,29.4,False,OFF
2026-01-22,09:45:22,+07,1,220,29.4,29.4,False,OFF
2026-01-22,09:45:24,+07,1,220,29.4,29.4,False,OFF
2026-01-22,09:45:26,+07,1,220,22.9,29.4,False,OFF
2026-01-22,09:45:28,+07,1,220,80.0,29.4,False,OFF
2026-01-22,09:45:31,+07,0,220,80.0,29.4,False,OFF
2026-01-22,09:45:33,+07,0,220,40.0,29.4,False,OFF
2026-01-22,09:45:35,+07,0,220,40.0,29.4,False,OFF
2026-01-22,09:45:37,+07,0,220,40.0,29.4,False,OFF
2026-01-22,09:45:39,+07,0,220,29.4,29.4,False,OFF
2026-01-22,09:45:41,+07,0,220,29.4,29.4,False,OFF
2026-01-22,09:45:43,+07,0,220,40.0,29.4,False,OFF
2026-01-22,09:45:45,+07,0,220,29.4,29.4,False,OFF
2026-01-22,09:45:47,+07,0,220,40.0,29.3,False,OFF
2026-01-22,09:45:49,+07,0,220,29.3,29.3,False,OFF
2026-01-22,09:45:51,+07,0,220,22.9,29.3,False,OFF
2026-01-22,09:45:53,+07,0,220,40.0,29.3,False,OFF
2026-01-22,09:45:55,+07,0,220,23.0,29.3,False,OFF
2026-01-22,09:45:57,+07,0,220,40.0,29.3,False,OFF
2026-01-22,09:45:59,+07,0,220,29.3,29.3,False,OFF
2026-01-22,09:46:01,+07,1,220,29.3,29.3,False,OFF
2026-01-22,09:46:04,+07,1,220,80.0,29.3,False,OFF
2026-01-22,09:46:06,+07,1,220,23.0,29.3,False,OFF
2026-01-22,09:46:08,+07,1,220,80.0,29.3,False,OFF
2026-01-22,09:46:10,+07,1,220,22.9,29.3,False,OFF
2026-01-22,09:46:12,+07,1,220,22.9,29.3,False,OFF
2026-01-22,09:46:14,+07,1,220,80.0,29.3,False,OFF
2026-01-22,09:46:16,+07,1,220,29.3,29.3,False,OFF
2026-01-22,09:46:18,+07,1,220,80.0,29.3,False,OFF
2026-01-22,09:46:20,+07,1,220,29.3,29.3,False,OFF
2026-01-22,09:46:22,+07,1,220,29.3,29.3,False,OFF
2026-01-22,09:46:24,+07,1,220,80.0,29.3,False,OFF
2026-01-22,09:46:26,+07,1,220,29.3,29.3,False,OFF
2026-01-22,09:46:28,+07,1,220,80.0,29.3,False,OFF
2026-01-22,09:46:31,+07,0,220,80.0,29.4,False,OFF
2026-01-22,09:46:33,+07,0,220,29.4,29.4,False,OFF
2026-01-22,09:46:35,+07,0,220,23.0,29.4,False,OFF
2026-01-22,09:46:37,+07,0,220,29.4,29.4,False,OFF
2026-01-22,09:46:39,+07,0,220,40.0,29.4,False,OFF
2026-01-22,09:46:41,+07,0,220,29.4,29.4,False,OFF
2026-01-22,09:46:43,+07,0,220,40.0,29.4,False,OFF
2026-01-22,09:46:45,+07,0,220,29.3,29.3,False,OFF
2026-01-22,09:46:47,+07,0,220,29.3,29.3,False,OFF
2026-01-22,09:46:49,+07,0,220,40.0,29.3,False,OFF
2026-01-22,09:46:51,+07,0,220,29.3,29.3,False,OFF
2026-01-22,09:46:53,+07,0,220,40.0,29.3,False,OFF
2026-01-22,09:46:55,+07,0,220,29.3,29.3,False,OFF
2026-01-22,09:46:57,+07,0,220,29.3,29.3,False,OFF
2026-01-22,09:46:59,+07,0,220,40.0,29.3,False,OFF
2026-01-22,09:47:01,+07,1,220,40.0,29.3,False,OFF
2026-01-22,09:47:03,+07,1,220,80.0,29.3,False,OFF
2026-01-22,09:47:05,+07,1,220,29.4,29.3,False,OFF
2026-01-22,09:47:07,+07,1,220,29.4,29.3,False,OFF
2026-01-22,09:47:09,+07,1,220,80.0,29.3,False,OFF
2026-01-22,09:47:12,+07,1,220,29.3,29.3,False,OFF
2026-01-22,09:47:14,+07,1,220,80.0,29.4,False,OFF
2026-01-22,09:47:16,+07,1,220,22.8,29.4,False,OFF
2026-01-22,09:47:18,+07,1,220,29.4,29.4,False,OFF
2026-01-22,09:47:20,+07,1,220,80.0,29.4,False,OFF
2026-01-22,09:47:22,+07,1,220,29.3,29.3,False,OFF
2026-01-22,09:47:24,+07,1,220,80.0,29.3,False,OFF
2026-01-22,09:47:26,+07,1,220,80.0,29.3,False,OFF
2026-01-22,09:47:28,+07,1,220,22.8,29.3,False,OFF
2026-01-22,09:47:31,+07,0,220,22.8,29.3,False,OFF
2026-01-22,09:47:33,+07,0,220,29.3,29.3,False,OFF
2026-01-22,09:47:35,+07,0,220,40.0,29.3,False,OFF
2026-01-22,09:47:37,+07,0,220,29.3,29.3,False,OFF
2026-01-22,09:47:39,+07,0,220,40.0,29.3,False,OFF
2026-01-22,09:47:41,+07,0,220,29.3,29.3,False,OFF
2026-01-22,09:47:43,+07,0,220,29.3,22.9,False,OFF
2026-01-22,09:47:45,+07,0,220,40.0,22.9,False,OFF
2026-01-22,09:47:47,+07,0,220,29.3,22.9,False,OFF
2026-01-22,09:47:49,+07,0,220,40.0,22.9,False,OFF
2026-01-22,09:47:51,+07,0,220,29.3,22.9,False,OFF
2026-01-22,09:47:54,+07,0,220,40.0,22.9,False,OFF
2026-01-22,09:47:56,+07,0,220,29.3,22.9,False,OFF
2026-01-22,09:47:58,+07,0,220,29.3,22.9,False,OFF
2026-01-22,09:48:00,+07,0,220,40.0,22.9,False,OFF
2026-01-22,09:48:02,+07,1,220,29.3,22.9,False,OFF
2026-01-22,09:48:04,+07,1,220,29.3,29.3,False,OFF
2026-01-22,09:48:06,+07,1,220,80.0,22.8,False,OFF
2026-01-22,09:48:08,+07,1,220,29.2,22.8,False,OFF
2026-01-22,09:48:10,+07,1,220,80.0,22.8,False,OFF
2026-01-22,09:48:12,+07,1,220,29.3,22.8,False,OFF
2026-01-22,09:48:14,+07,1,220,29.3,22.9,False,OFF
2026-01-22,09:48:16,+07,1,220,80.0,22.9,False,OFF
2026-01-22,09:48:18,+07,1,220,29.3,22.9,False,OFF
2026-01-22,09:48:20,+07,1,220,80.0,22.9,False,OFF
2026-01-22,09:48:22,+07,1,220,80.0,29.3,False,OFF
2026-01-22,09:48:24,+07,1,220,22.9,29.3,False,OFF
2026-01-22,09:48:26,+07,1,220,80.0,29.3,False,OFF
2026-01-22,09:48:28,+07,1,220,29.3,29.3,False,OFF
2026-01-22,09:48:31,+07,0,220,29.3,29.3,False,OFF
2026-01-22,09:48:33,+07,0,220,22.9,29.3,False,OFF
2026-01-22,09:48:35,+07,0,220,40.0,29.3,False,OFF
2026-01-22,09:48:37,+07,0,220,29.3,29.3,False,OFF
2026-01-22,09:48:39,+07,0,220,40.0,29.3,False,OFF
2026-01-22,09:48:41,+07,0,220,29.4,29.3,False,OFF
2026-01-22,09:48:43,+07,0,220,29.4,29.4,False,OFF
2026-01-22,09:48:45,+07,0,220,40.0,29.4,False,OFF
2026-01-22,09:48:47,+07,0,220,29.4,29.4,False,OFF
2026-01-22,09:48:49,+07,0,220,40.0,29.4,False,OFF
2026-01-22,09:48:51,+07,0,220,29.4,29.4,False,OFF
2026-01-22,09:48:53,+07,0,220,22.8,29.4,False,OFF
2026-01-22,09:48:55,+07,0,220,40.0,29.4,False,OFF
2026-01-22,09:48:57,+07,0,220,29.4,29.4,False,OFF
2026-01-22,09:48:59,+07,0,220,40.0,29.4,False,OFF
2026-01-22,09:49:01,+07,1,220,40.0,29.4,False,OFF
2026-01-22,09:49:03,+07,1,220,29.4,29.4,False,OFF
2026-01-22,09:49:05,+07,1,220,80.0,29.4,False,OFF
2026-01-22,09:49:07,+07,1,220,29.4,29.4,False,OFF
2026-01-22,09:49:09,+07,1,220,80.0,29.4,False,OFF
2026-01-22,09:49:11,+07,1,220,29.4,29.4,False,OFF
2026-01-22,09:49:13,+07,1,220,22.8,29.4,False,OFF
2026-01-22,09:49:16,+07,1,220,80.0,29.4,False,OFF
2026-01-22,09:49:18,+07,1,220,80.0,29.4,False,OFF
2026-01-22,09:49:20,+07,1,220,80.0,29.3,False,OFF
2026-01-22,09:49:22,+07,1,220,22.8,29.3,False,OFF
2026-01-22,09:49:24,+07,1,220,29.3,29.3,False,OFF
2026-01-22,09:49:26,+07,1,220,80.0,29.3,False,OFF
2026-01-22,09:49:28,+07,1,220,29.3,29.3,False,OFF
2026-01-22,09:49:31,+07,0,220,29.3,29.3,False,OFF
2026-01-22,09:49:33,+07,0,220,22.9,29.3,False,OFF
2026-01-22,09:49:35,+07,0,220,40.0,29.3,False,OFF
2026-01-22,09:49:37,+07,0,220,29.2,29.3,False,OFF
2026-01-22,09:49:39,+07,0,220,29.2,29.2,False,OFF
2026-01-22,09:49:41,+07,0,220,40.0,29.2,False,OFF
2026-01-22,09:49:43,+07,0,220,29.3,29.2,False,OFF
2026-01-22,09:49:45,+07,0,220,40.0,29.2,False,OFF
2026-01-22,09:49:47,+07,0,220,29.2,29.2,False,OFF
2026-01-22,09:49:49,+07,0,220,29.2,29.2,False,OFF
2026-01-22,09:49:51,+07,0,220,40.0,29.2,False,OFF
2026-01-22,09:49:53,+07,0,220,29.2,29.2,False,OFF
2026-01-22,09:49:55,+07,0,220,40.0,29.2,False,OFF
2026-01-22,09:49:57,+07,0,220,29.2,29.2,False,OFF
2026-01-22,09:49:59,+07,0,220,29.2,22.8,False,OFF
