2026-01-21,13:33:06,+07,0,220,40.0,26.2,False,OFF
2026-01-21,13:33:08,+07,0,220,26.2,26.2,False,OFF
2026-01-21,13:33:10,+07,0,220,26.2,26.2,False,OFF
2026-01-21,13:33:12,+07,0,220,27.7,26.2,False,OFF
2026-01-21,13:33:14,+07,0,220,26.2,26.2,False,OFF
2026-01-21,13:33:16,+07,0,220,40.0,26.2,False,OFF
2026-01-21,13:33:18,+07,0,220,26.2,26.2,False,OFF
2026-01-21,13:33:20,+07,0,220,40.0,26.2,False,OFF
2026-01-21,13:33:22,+07,0,220,26.3,26.3,False,OFF
2026-01-21,13:33:24,+07,0,220,27.6,26.3,False,OFF
2026-01-21,13:33:26,+07,0,220,40.0,26.3,False,OFF
2026-01-21,13:33:28,+07,0,220,26.3,26.3,False,OFF
2026-01-21,13:33:31,+07,0,220,27.6,26.3,False,OFF
2026-01-21,13:33:33,+07,0,220,26.3,27.6,False,OFF
2026-01-21,13:33:35,+07,0,220,26.3,27.6,False,OFF
2026-01-21,13:33:37,+07,0,220,26.3,27.6,False,OFF
2026-01-21,13:33:40,+07,0,220,26.3,27.6,False,OFF
2026-01-21,13:33:42,+07,0,220,40.0,27.6,False,OFF
2026-01-21,13:33:44,+07,0,220,26.2,27.6,False,OFF
2026-01-21,13:33:46,+07,0,220,40.0,27.6,False,OFF
2026-01-21,13:33:48,+07,0,220,26.3,27.6,False,OFF
2026-01-21,13:33:50,+07,0,220,40.0,27.6,False,OFF
2026-01-21,13:33:52,+07,0,220,26.3,27.6,False,OFF
2026-01-21,13:33:54,+07,0,220,26.3,27.6,False,OFF
2026-01-21,13:33:56,+07,0,220,40.0,26.2,False,OFF
2026-01-21,13:33:58,+07,0,220,27.6,26.2,False,OFF
2026-01-21,13:34:01,+07,0,220,27.6,26.2,False,OFF
2026-01-21,13:34:03,+07,0,220,26.2,26.2,False,OFF
2026-01-21,13:34:05,+07,0,220,40.0,26.2,False,OFF
2026-01-21,13:34:07,+07,0,220,26.2,26.2,False,OFF
2026-01-21,13:34:09,+07,0,220,26.2,26.2,False,OFF
2026-01-21,13:34:11,+07,0,220,40.0,26.2,False,OFF
2026-01-21,13:34:13,+07,0,220,26.3,26.2,False,OFF
2026-01-21,13:34:15,+07,0,220,40.0,26.2,False,OFF
2026-01-21,13:34:17,+07,0,220,26.2,26.2,False,OFF
2026-01-21,13:34:19,+07,0,220,26.2,26.2,False,OFF
2026-01-21,13:34:21,+07,0,220,40.0,26.2,False,OFF
2026-01-21,13:34:23,+07,0,220,27.6,26.2,False,OFF
2026-01-21,13:34:25,+07,0,220,40.0,26.2,False,OFF
2026-01-21,13:34:27,+07,0,220,26.2,26.2,False,OFF
2026-01-21,13:34:29,+07,0,220,26.2,26.2,False,OFF
2026-01-21,13:34:31,+07,0,220,40.0,26.2,False,OFF
