Date,Time,Timezone,STATUS,QSDELAY,DTEMF,LTEMF,overload
2025-10-30,10:22:51,UTC+07:00,0,220,80.0,25.4,False
2025-10-30,10:22:53,UTC+07:00,0,220,40.0,25.4,False
2025-10-30,10:22:55,UTC+07:00,0,220,40.0,25.2,False
2025-10-30,10:22:57,UTC+07:00,0,220,25.3,26.0,False
2025-10-30,10:22:59,UTC+07:00,0,220,40.0,26.0,False
2025-10-30,10:23:01,UTC+07:00,0,220,40.0,26.0,False
2025-10-30,10:23:03,UTC+07:00,0,220,40.0,26.0,False
2025-10-30,10:23:05,UTC+07:00,0,220,40.0,25.1,False
2025-10-30,10:23:07,UTC+07:00,0,220,40.0,25.1,False
2025-10-30,10:23:09,UTC+07:00,0,220,40.0,25.1,False
2025-10-30,10:23:11,UTC+07:00,0,220,40.0,25.1,False
2025-10-30,10:23:13,UTC+07:00,0,220,40.0,25.1,False
2025-10-30,10:23:15,UTC+07:00,0,220,40.0,25.2,False
2025-10-30,10:23:17,UTC+07:00,0,220,40.0,25.2,False
2025-10-30,10:23:19,UTC+07:00,0,220,40.0,25.2,False
2025-10-30,10:23:21,UTC+07:00,0,220,40.0,25.2,False
2025-10-30,10:23:23,UTC+07:00,0,220,40.0,25.2,False
2025-10-30,10:23:25,UTC+07:00,0,220,40.0,25.2,False
2025-10-30,10:23:27,UTC+07:00,0,220,40.0,25.2,False
2025-10-30,10:23:29,UTC+07:00,0,220,40.0,25.2,False
2025-10-30,10:23:31,UTC+07:00,0,220,40.0,25.1,False
2025-10-30,10:23:33,UTC+07:00,0,220,40.0,25.1,False
2025-10-30,10:23:35,UTC+07:00,0,220,40.0,25.1,False
2025-10-30,10:23:37,UTC+07:00,0,220,25.1,26.5,False
2025-10-30,10:23:40,UTC+07:00,0,220,40.0,26.5,False
2025-10-30,10:23:42,UTC+07:00,0,220,40.0,26.5,False
2025-10-30,10:23:44,UTC+07:00,0,220,40.0,26.5,False
2025-10-30,10:23:46,UTC+07:00,0,220,40.0,26.5,False
2025-10-30,10:23:48,UTC+07:00,0,220,40.0,26.5,False
2025-10-30,10:23:50,UTC+07:00,0,220,40.0,26.5,False
2025-10-30,10:23:52,UTC+07:00,0,220,40.0,25.1,False
2025-10-30,10:23:54,UTC+07:00,0,220,40.0,25.1,False
2025-10-30,10:23:56,UTC+07:00,0,220,40.0,25.1,False
2025-10-30,10:23:58,UTC+07:00,0,220,40.0,25.3,False
2025-10-30,10:24:00,UTC+07:00,0,220,40.0,25.3,False
2025-10-30,10:24:02,UTC+07:00,1,220,80.0,25.3,False
2025-10-30,10:24:04,UTC+07:00,1,220,80.0,25.3,False
2025-10-30,10:24:06,UTC+07:00,1,220,80.0,25.3,False
2025-10-30,10:24:08,UTC+07:00,1,220,80.0,25.3,False
2025-10-30,10:24:10,UTC+07:00,1,220,80.0,25.4,False
2025-10-30,10:24:12,UTC+07:00,1,220,80.0,25.4,False
2025-10-30,10:24:14,UTC+07:00,1,220,80.0,25.4,False
2025-10-30,10:24:16,UTC+07:00,1,220,80.0,25.4,False
2025-10-30,10:24:18,UTC+07:00,1,220,80.0,25.2,False
2025-10-30,10:24:20,UTC+07:00,1,220,80.0,25.2,False
2025-10-30,10:24:22,UTC+07:00,1,220,80.0,25.2,False
2025-10-30,10:24:24,UTC+07:00,1,220,80.0,25.2,False
2025-10-30,10:24:26,UTC+07:00,1,220,80.0,25.2,False
2025-10-30,10:24:28,UTC+07:00,1,220,80.0,25.2,False
2025-10-30,10:24:30,UTC+07:00,1,220,80.0,25.2,False
2025-10-30,10:24:32,UTC+07:00,1,220,80.0,25.3,False
2025-10-30,10:24:34,UTC+07:00,1,220,80.0,25.3,False
2025-10-30,10:24:36,UTC+07:00,1,220,80.0,25.6,False
2025-10-30,10:24:38,UTC+07:00,1,220,80.0,25.6,False
2025-10-30,10:24:40,UTC+07:00,1,220,80.0,25.6,False
2025-10-30,10:24:42,UTC+07:00,1,220,80.0,25.7,False
2025-10-30,10:24:44,UTC+07:00,1,220,80.0,25.7,False
2025-10-30,10:24:46,UTC+07:00,1,220,25.8,26.2,False
2025-10-30,10:24:48,UTC+07:00,1,220,80.0,26.2,False
2025-10-30,10:24:50,UTC+07:00,1,220,80.0,25.7,False
2025-10-30,10:24:52,UTC+07:00,1,220,80.0,25.7,False
2025-10-30,10:24:54,UTC+07:00,1,220,80.0,25.7,False
2025-10-30,10:24:56,UTC+07:00,1,220,80.0,25.7,False
2025-10-30,10:24:58,UTC+07:00,1,220,80.0,26.0,False
2025-10-30,10:25:01,UTC+07:00,0,220,40.0,26.1,False
2025-10-30,10:25:03,UTC+07:00,0,220,26.1,26.1,False
2025-10-30,10:25:05,UTC+07:00,0,220,40.0,26.1,False
2025-10-30,10:25:07,UTC+07:00,0,220,40.0,26.2,False
2025-10-30,10:25:09,UTC+07:00,0,220,26.1,26.2,False
2025-10-30,10:25:11,UTC+07:00,0,220,40.0,26.2,False
2025-10-30,10:25:13,UTC+07:00,0,220,40.0,26.1,False
2025-10-30,10:25:15,UTC+07:00,0,220,40.0,26.1,False
2025-10-30,10:25:17,UTC+07:00,0,220,40.0,26.2,False
2025-10-30,10:25:19,UTC+07:00,0,220,40.0,26.2,False
2025-10-30,10:25:21,UTC+07:00,0,220,26.3,26.7,False
2025-10-30,10:25:23,UTC+07:00,0,220,40.0,26.7,False
2025-10-30,10:25:25,UTC+07:00,0,220,40.0,26.7,False
2025-10-30,10:25:27,UTC+07:00,0,220,40.0,26.3,False
2025-10-30,10:25:29,UTC+07:00,0,220,40.0,26.3,False
2025-10-30,10:25:31,UTC+07:00,0,220,40.0,26.3,False
2025-10-30,10:25:33,UTC+07:00,0,220,40.0,26.3,False
2025-10-30,10:25:35,UTC+07:00,0,220,40.0,26.3,False
2025-10-30,10:25:37,UTC+07:00,0,220,40.0,26.3,False
2025-10-30,10:25:39,UTC+07:00,0,220,40.0,26.3,False
2025-10-30,10:25:41,UTC+07:00,0,220,40.0,26.3,False
2025-10-30,10:25:43,UTC+07:00,0,220,40.0,26.3,False
2025-10-30,10:25:46,UTC+07:00,0,220,40.0,25.9,False
2025-10-30,10:25:48,UTC+07:00,0,220,40.0,25.9,False
2025-10-30,10:25:50,UTC+07:00,0,220,40.0,25.9,False
2025-10-30,10:25:52,UTC+07:00,0,220,40.0,25.9,False
2025-10-30,10:25:54,UTC+07:00,0,220,40.0,25.8,False
2025-10-30,10:25:56,UTC+07:00,0,220,40.0,25.8,False
2025-10-30,10:25:58,UTC+07:00,0,220,40.0,25.8,False
