Date,Time,Timezone,STATUS,QSDELAY,DTEMF,LTEMF,overload
2025-10-30,10:21:29,UTC+07:00,0,220,80.0,24.8,False
2025-10-30,10:21:31,UTC+07:00,0,220,80.0,25.0,False
2025-10-30,10:21:33,UTC+07:00,0,220,40.0,25.0,False
2025-10-30,10:21:35,UTC+07:00,0,220,24.9,26.3,False
2025-10-30,10:21:37,UTC+07:00,0,220,24.8,26.4,False
2025-10-30,10:21:39,UTC+07:00,0,220,40.0,24.7,False
2025-10-30,10:21:41,UTC+07:00,0,220,40.0,24.7,False
2025-10-30,10:21:43,UTC+07:00,0,220,40.0,24.7,False
2025-10-30,10:21:45,UTC+07:00,0,220,40.0,24.9,False
2025-10-30,10:21:47,UTC+07:00,0,220,40.0,26.3,False
2025-10-30,10:21:49,UTC+07:00,0,220,40.0,24.9,False
2025-10-30,10:21:51,UTC+07:00,0,220,40.0,24.9,False
2025-10-30,10:21:53,UTC+07:00,0,220,40.0,24.9,False
2025-10-30,10:21:55,UTC+07:00,0,220,40.0,24.9,False
2025-10-30,10:21:57,UTC+07:00,0,220,25.1,26.0,False
2025-10-30,10:21:59,UTC+07:00,0,220,25.1,25.0,False
2025-10-30,10:22:01,UTC+07:00,1,220,80.0,25.0,False
2025-10-30,10:22:03,UTC+07:00,1,220,80.0,25.0,False
2025-10-30,10:22:05,UTC+07:00,1,220,80.0,25.0,False
2025-10-30,10:22:07,UTC+07:00,1,220,80.0,25.0,False
