Date,Time,Timezone,STATUS,QSDELAY,DTEMF,LTEMF,overload
2025-10-30,09:01:43,UTC+07:00,1,220,80.0,26.0,False
2025-10-30,09:01:45,UTC+07:00,1,220,80.0,25.9,False
2025-10-30,09:01:47,UTC+07:00,1,220,25.8,25.9,False
2025-10-30,09:01:49,UTC+07:00,1,220,80.0,25.7,False
2025-10-30,09:01:52,UTC+07:00,1,220,80.0,25.7,False
2025-10-30,09:01:54,UTC+07:00,1,220,80.0,25.7,False
2025-10-30,09:01:56,UTC+07:00,1,220,80.0,25.7,False
2025-10-30,09:01:58,UTC+07:00,1,220,80.0,25.7,False
2025-10-30,09:02:00,UTC+07:00,1,220,80.0,25.8,False
2025-10-30,09:02:02,UTC+07:00,0,220,40.0,25.8,False
2025-10-30,09:02:04,UTC+07:00,0,220,40.0,25.8,False
2025-10-30,09:02:06,UTC+07:00,0,220,40.0,25.8,False
2025-10-30,09:02:08,UTC+07:00,0,220,40.0,25.8,False
2025-10-30,09:02:10,UTC+07:00,0,220,40.0,25.8,False
2025-10-30,09:02:12,UTC+07:00,0,220,40.0,25.8,False
2025-10-30,09:02:14,UTC+07:00,0,220,40.0,25.8,False
2025-10-30,09:02:16,UTC+07:00,0,220,40.0,25.8,False
2025-10-30,09:02:18,UTC+07:00,0,220,40.0,25.8,False
2025-10-30,09:02:20,UTC+07:00,0,220,40.0,25.7,False
2025-10-30,09:02:22,UTC+07:00,0,220,40.0,25.7,False
2025-10-30,09:02:24,UTC+07:00,0,220,40.0,25.7,False
2025-10-30,09:02:26,UTC+07:00,0,220,25.7,28.0,False
2025-10-30,09:02:28,UTC+07:00,0,220,25.8,28.1,False
2025-10-30,09:02:30,UTC+07:00,0,220,25.9,28.1,False
2025-10-30,09:02:32,UTC+07:00,0,220,40.0,28.1,False
2025-10-30,09:02:34,UTC+07:00,0,220,40.0,26.0,False
2025-10-30,09:02:36,UTC+07:00,0,220,40.0,26.0,False
2025-10-30,09:02:38,UTC+07:00,0,220,40.0,26.0,False
2025-10-30,09:02:40,UTC+07:00,0,220,40.0,26.0,False
2025-10-30,09:02:42,UTC+07:00,0,220,40.0,25.9,False
2025-10-30,09:02:44,UTC+07:00,0,220,40.0,25.9,False
2025-10-30,09:02:46,UTC+07:00,0,220,40.0,26.0,False
2025-10-30,09:02:48,UTC+07:00,0,220,40.0,25.9,False
2025-10-30,09:02:50,UTC+07:00,0,220,40.0,25.9,False
2025-10-30,09:02:52,UTC+07:00,0,220,40.0,25.9,False
2025-10-30,09:02:54,UTC+07:00,0,220,40.0,25.9,False
2025-10-30,09:02:56,UTC+07:00,0,220,40.0,25.9,False
2025-10-30,09:02:58,UTC+07:00,0,220,40.0,25.9,False
2025-10-30,09:03:01,UTC+07:00,1,220,80.0,25.9,False
2025-10-30,09:03:03,UTC+07:00,1,220,80.0,25.8,False
2025-10-30,09:03:05,UTC+07:00,1,220,25.8,28.1,False
2025-10-30,09:03:07,UTC+07:00,1,220,80.0,25.8,False
2025-10-30,09:03:09,UTC+07:00,1,220,80.0,25.7,False
2025-10-30,09:03:11,UTC+07:00,1,220,80.0,25.7,False
2025-10-30,09:03:13,UTC+07:00,1,220,80.0,25.7,False
2025-10-30,09:03:15,UTC+07:00,1,220,80.0,25.7,False
2025-10-30,09:03:17,UTC+07:00,1,220,80.0,25.7,False
2025-10-30,09:03:19,UTC+07:00,1,220,25.7,27.8,False
2025-10-30,09:03:21,UTC+07:00,1,220,80.0,27.8,False
2025-10-30,09:03:23,UTC+07:00,1,220,80.0,25.8,False
2025-10-30,09:03:25,UTC+07:00,1,220,80.0,25.7,False
2025-10-30,09:03:27,UTC+07:00,1,220,80.0,25.8,False
2025-10-30,09:03:29,UTC+07:00,1,220,80.0,25.8,False
2025-10-30,09:03:31,UTC+07:00,1,220,80.0,25.9,False
2025-10-30,09:03:33,UTC+07:00,1,220,80.0,25.9,False
2025-10-30,09:03:35,UTC+07:00,1,220,80.0,25.9,False
2025-10-30,09:03:37,UTC+07:00,1,220,80.0,25.8,False
2025-10-30,09:03:39,UTC+07:00,1,220,80.0,25.8,False
2025-10-30,09:03:41,UTC+07:00,1,220,80.0,25.7,False
2025-10-30,09:03:43,UTC+07:00,1,220,80.0,25.7,False
2025-10-30,09:03:46,UTC+07:00,1,220,80.0,25.7,False
2025-10-30,09:03:48,UTC+07:00,1,220,80.0,25.7,False
2025-10-30,09:03:50,UTC+07:00,1,220,80.0,25.6,False
2025-10-30,09:03:52,UTC+07:00,1,220,80.0,25.6,False
2025-10-30,09:03:54,UTC+07:00,1,220,80.0,25.9,False
2025-10-30,09:03:56,UTC+07:00,1,220,80.0,25.9,False
2025-10-30,09:03:58,UTC+07:00,1,220,80.0,26.0,False
2025-10-30,09:04:00,UTC+07:00,1,220,80.0,26.0,False
2025-10-30,09:04:02,UTC+07:00,0,220,40.0,26.0,False
2025-10-30,09:04:04,UTC+07:00,0,220,40.0,26.0,False
2025-10-30,09:04:06,UTC+07:00,0,220,40.0,25.9,False
2025-10-30,09:04:08,UTC+07:00,0,220,40.0,25.9,False
2025-10-30,09:04:10,UTC+07:00,0,220,40.0,25.9,False
2025-10-30,09:04:12,UTC+07:00,0,220,40.0,25.9,False
2025-10-30,09:04:14,UTC+07:00,0,220,40.0,25.9,False
2025-10-30,09:04:16,UTC+07:00,0,220,40.0,25.9,False
2025-10-30,09:04:18,UTC+07:00,0,220,40.0,25.9,False
2025-10-30,09:04:20,UTC+07:00,0,220,40.0,26.1,False
2025-10-30,09:04:22,UTC+07:00,0,220,40.0,26.1,False
2025-10-30,09:04:24,UTC+07:00,0,220,40.0,26.1,False
2025-10-30,09:04:26,UTC+07:00,0,220,40.0,26.0,False
2025-10-30,09:04:28,UTC+07:00,0,220,40.0,25.9,False
2025-10-30,09:04:30,UTC+07:00,0,220,40.0,25.9,False
2025-10-30,09:04:32,UTC+07:00,0,220,40.0,26.0,False
2025-10-30,09:04:34,UTC+07:00,0,220,40.0,25.9,False
2025-10-30,09:04:36,UTC+07:00,0,220,25.9,27.9,False
2025-10-30,09:04:38,UTC+07:00,0,220,40.0,25.9,False
2025-10-30,09:04:40,UTC+07:00,0,220,40.0,25.9,False
2025-10-30,09:04:42,UTC+07:00,0,220,40.0,25.9,False
2025-10-30,09:04:44,UTC+07:00,0,220,40.0,26.1,False
2025-10-30,09:04:46,UTC+07:00,0,220,40.0,26.1,False
2025-10-30,09:04:48,UTC+07:00,0,220,40.0,26.1,False
2025-10-30,09:04:50,UTC+07:00,0,220,40.0,26.1,False
2025-10-30,09:04:52,UTC+07:00,0,220,40.0,26.1,False
2025-10-30,09:04:54,UTC+07:00,0,220,40.0,26.1,False
2025-10-30,09:04:56,UTC+07:00,0,220,40.0,26.1,False
2025-10-30,09:04:58,UTC+07:00,0,220,40.0,26.1,False
