Date,Time,Timezone,STATUS,QSDELAY,DTEMF,LTEMF,overload
2025-10-29,16:19:47,UTC+07:00,0,220,,,False
2025-10-29,16:19:49,UTC+07:00,0,220,40.0,17.9,False
2025-10-29,16:19:51,UTC+07:00,0,220,40.0,17.9,False
2025-10-29,16:19:53,UTC+07:00,0,220,40.0,17.9,False
2025-10-29,16:19:55,UTC+07:00,0,220,40.0,17.9,False
2025-10-29,16:19:57,UTC+07:00,0,220,40.0,17.9,False
2025-10-29,16:19:59,UTC+07:00,0,220,40.0,17.9,False
2025-10-29,16:20:01,UTC+07:00,0,220,40.0,17.9,False
2025-10-29,16:20:03,UTC+07:00,0,220,40.0,17.9,False
2025-10-29,16:20:05,UTC+07:00,0,220,40.0,18.2,False
