Date,Time,Timezone,STATUS,QSDELAY,DTEMF,LTEMF,overload
2025-10-29,15:35:38,UTC+07:00,0,220,,19.4,False
2025-10-29,15:35:40,UTC+07:00,0,220,40.0,,False
2025-10-29,15:35:42,UTC+07:00,0,220,40.0,19.4,False
2025-10-29,15:35:44,UTC+07:00,0,220,40.0,,False
2025-10-29,15:35:46,UTC+07:00,0,220,40.0,,False
2025-10-29,15:35:48,UTC+07:00,0,220,40.0,19.5,False
2025-10-29,15:35:50,UTC+07:00,0,220,19.6,29.5,False
2025-10-29,15:35:52,UTC+07:00,0,220,40.0,,False
2025-10-29,15:35:54,UTC+07:00,0,220,40.0,,False
2025-10-29,15:35:56,UTC+07:00,0,220,40.0,,False
2025-10-29,15:35:58,UTC+07:00,0,220,40.0,,False
2025-10-29,15:36:01,UTC+07:00,1,220,80.0,19.7,False
2025-10-29,15:36:03,UTC+07:00,1,220,,,False
2025-10-29,15:36:05,UTC+07:00,1,220,,19.9,False
2025-10-29,15:36:07,UTC+07:00,1,220,80.0,19.8,False
2025-10-29,15:36:09,UTC+07:00,1,220,80.0,,False
2025-10-29,15:36:11,UTC+07:00,1,220,80.0,,False
2025-10-29,15:36:13,UTC+07:00,1,220,80.0,19.8,False
2025-10-29,15:36:15,UTC+07:00,1,220,,19.8,False
2025-10-29,15:36:17,UTC+07:00,1,220,80.0,,False
2025-10-29,15:36:19,UTC+07:00,1,220,80.0,,False
2025-10-29,15:36:21,UTC+07:00,1,220,80.0,19.7,False
2025-10-29,15:36:23,UTC+07:00,1,220,80.0,,False
2025-10-29,15:36:25,UTC+07:00,1,220,80.0,19.6,False
2025-10-29,15:36:27,UTC+07:00,1,220,19.6,30.1,False
2025-10-29,15:36:29,UTC+07:00,1,220,80.0,19.6,False
2025-10-29,15:36:31,UTC+07:00,1,220,80.0,19.7,False
2025-10-29,15:36:33,UTC+07:00,1,220,80.0,,False
2025-10-29,15:36:35,UTC+07:00,1,220,80.0,19.7,False
2025-10-29,15:36:37,UTC+07:00,1,220,19.7,30.0,False
2025-10-29,15:36:39,UTC+07:00,1,220,19.7,30.0,False
2025-10-29,15:36:41,UTC+07:00,1,220,19.7,30.1,False
2025-10-29,15:36:43,UTC+07:00,1,220,19.7,,False
2025-10-29,15:36:45,UTC+07:00,1,220,80.0,19.7,False
2025-10-29,15:36:47,UTC+07:00,1,220,,19.8,False
2025-10-29,15:36:49,UTC+07:00,1,220,80.0,,False
2025-10-29,15:36:51,UTC+07:00,1,220,80.0,,False
2025-10-29,15:36:53,UTC+07:00,1,220,80.0,,False
2025-10-29,15:36:55,UTC+07:00,1,220,80.0,19.9,False
2025-10-29,15:36:57,UTC+07:00,1,220,80.0,19.8,False
2025-10-29,15:36:59,UTC+07:00,1,220,80.0,,False
2025-10-29,15:37:01,UTC+07:00,0,220,40.0,19.8,False
2025-10-29,15:37:03,UTC+07:00,0,220,19.8,30.1,False
2025-10-29,15:37:06,UTC+07:00,0,220,,19.7,False
2025-10-29,15:37:08,UTC+07:00,0,220,40.0,,False
2025-10-29,15:37:10,UTC+07:00,0,220,40.0,19.7,False
2025-10-29,15:37:12,UTC+07:00,0,220,,19.7,False
2025-10-29,15:37:14,UTC+07:00,0,220,40.0,19.7,False
2025-10-29,15:37:16,UTC+07:00,0,220,19.8,,False
2025-10-29,15:37:18,UTC+07:00,0,220,40.0,,False
2025-10-29,15:37:20,UTC+07:00,0,220,40.0,,False
2025-10-29,15:37:22,UTC+07:00,0,220,40.0,,False
2025-10-29,15:37:24,UTC+07:00,0,220,40.0,19.9,False
2025-10-29,15:37:26,UTC+07:00,0,220,40.0,,False
2025-10-29,15:37:28,UTC+07:00,0,220,40.0,19.8,False
2025-10-29,15:37:30,UTC+07:00,0,220,40.0,19.8,False
2025-10-29,15:37:32,UTC+07:00,0,220,40.0,19.9,False
2025-10-29,15:37:34,UTC+07:00,0,220,40.0,,False
2025-10-29,15:37:36,UTC+07:00,0,220,40.0,,False
2025-10-29,15:37:38,UTC+07:00,0,220,40.0,20.0,False
2025-10-29,15:37:40,UTC+07:00,0,220,,20.0,False
2025-10-29,15:37:42,UTC+07:00,0,220,40.0,,False
2025-10-29,15:37:44,UTC+07:00,0,220,40.0,19.9,False
2025-10-29,15:37:46,UTC+07:00,0,220,,19.9,False
2025-10-29,15:37:48,UTC+07:00,0,220,40.0,19.9,False
2025-10-29,15:37:50,UTC+07:00,0,220,19.9,30.4,False
2025-10-29,15:37:52,UTC+07:00,0,220,40.0,,False
2025-10-29,15:37:54,UTC+07:00,0,220,40.0,19.9,False
2025-10-29,15:37:56,UTC+07:00,0,220,40.0,19.9,False
2025-10-29,15:37:58,UTC+07:00,0,220,40.0,19.8,False
2025-10-29,15:38:01,UTC+07:00,1,220,80.0,19.9,False
2025-10-29,15:38:03,UTC+07:00,1,220,,19.9,False
2025-10-29,15:38:05,UTC+07:00,1,220,80.0,,False
2025-10-29,15:38:07,UTC+07:00,1,220,80.0,19.9,False
2025-10-29,15:38:09,UTC+07:00,1,220,19.9,,False
2025-10-29,15:38:11,UTC+07:00,1,220,80.0,,False
2025-10-29,15:38:13,UTC+07:00,1,220,80.0,,False
2025-10-29,15:38:15,UTC+07:00,1,220,80.0,19.8,False
2025-10-29,15:38:17,UTC+07:00,1,220,19.9,30.2,False
2025-10-29,15:38:19,UTC+07:00,1,220,20.0,,False
2025-10-29,15:38:21,UTC+07:00,1,220,80.0,20.0,False
2025-10-29,15:38:23,UTC+07:00,1,220,80.0,,False
2025-10-29,15:38:25,UTC+07:00,1,220,80.0,19.9,False
2025-10-29,15:38:28,UTC+07:00,1,220,80.0,19.9,False
2025-10-29,15:38:30,UTC+07:00,1,220,80.0,19.9,False
2025-10-29,15:38:32,UTC+07:00,1,220,80.0,19.9,False
2025-10-29,15:38:34,UTC+07:00,1,220,80.0,,False
2025-10-29,15:38:36,UTC+07:00,1,220,80.0,19.9,False
2025-10-29,15:38:38,UTC+07:00,1,220,80.0,19.9,False
2025-10-29,15:38:40,UTC+07:00,1,220,,19.9,False
2025-10-29,15:38:42,UTC+07:00,1,220,80.0,,False
2025-10-29,15:38:44,UTC+07:00,1,220,80.0,,False
2025-10-29,15:38:46,UTC+07:00,1,220,80.0,19.8,False
2025-10-29,15:38:48,UTC+07:00,1,220,,19.8,False
2025-10-29,15:38:50,UTC+07:00,1,220,80.0,19.9,False
2025-10-29,15:38:52,UTC+07:00,1,220,80.0,19.8,False
