Date,Time,Timezone,STATUS,QSDELAY,DTEMF,LTEMF,overload
2025-10-29,16:04:34,UTC+07:00,0,220,,,False
2025-10-29,16:04:36,UTC+07:00,0,220,40.0,,False
2025-10-29,16:04:38,UTC+07:00,0,220,40.0,19.0,False
2025-10-29,16:04:40,UTC+07:00,0,220,40.0,19.0,False
2025-10-29,16:04:42,UTC+07:00,0,220,40.0,19.1,False
2025-10-29,16:04:44,UTC+07:00,0,220,40.0,19.1,False
2025-10-29,16:04:46,UTC+07:00,0,220,40.0,19.2,False
2025-10-29,16:04:48,UTC+07:00,0,220,40.0,19.2,False
2025-10-29,16:04:50,UTC+07:00,0,220,40.0,19.2,False
2025-10-29,16:04:52,UTC+07:00,0,220,40.0,19.2,False
2025-10-29,16:04:54,UTC+07:00,0,220,40.0,19.2,False
2025-10-29,16:04:56,UTC+07:00,0,220,40.0,19.2,False
2025-10-29,16:04:58,UTC+07:00,0,220,19.2,32.2,False
2025-10-29,16:05:00,UTC+07:00,0,220,40.0,19.1,False
2025-10-29,16:05:02,UTC+07:00,0,220,40.0,19.1,False
2025-10-29,16:05:04,UTC+07:00,0,220,40.0,19.1,False
2025-10-29,16:05:06,UTC+07:00,0,220,40.0,19.1,False
2025-10-29,16:05:08,UTC+07:00,0,220,40.0,19.2,False
2025-10-29,16:05:10,UTC+07:00,0,220,40.0,19.2,False
2025-10-29,16:05:12,UTC+07:00,0,220,40.0,19.2,False
2025-10-29,16:05:14,UTC+07:00,0,220,40.0,19.2,False
2025-10-29,16:05:16,UTC+07:00,0,220,19.0,32.4,False
2025-10-29,16:05:18,UTC+07:00,0,220,19.0,32.3,False
2025-10-29,16:05:20,UTC+07:00,0,220,40.0,32.3,False
2025-10-29,16:05:22,UTC+07:00,0,220,40.0,32.3,False
2025-10-29,16:05:24,UTC+07:00,0,220,40.0,32.3,False
2025-10-29,16:05:26,UTC+07:00,0,220,40.0,19.1,False
2025-10-29,16:05:28,UTC+07:00,0,220,40.0,19.1,False
2025-10-29,16:05:30,UTC+07:00,0,220,40.0,19.1,False
2025-10-29,16:05:32,UTC+07:00,0,220,40.0,19.1,False
2025-10-29,16:05:34,UTC+07:00,0,220,40.0,19.1,False
2025-10-29,16:05:36,UTC+07:00,0,220,40.0,19.1,False
2025-10-29,16:05:38,UTC+07:00,0,220,40.0,19.1,False
2025-10-29,16:05:40,UTC+07:00,0,220,40.0,19.1,False
2025-10-29,16:05:42,UTC+07:00,0,220,40.0,19.1,False
2025-10-29,16:05:44,UTC+07:00,0,220,40.0,19.0,False
2025-10-29,16:05:46,UTC+07:00,0,220,40.0,19.0,False
2025-10-29,16:05:48,UTC+07:00,0,220,40.0,19.0,False
2025-10-29,16:05:50,UTC+07:00,0,220,40.0,19.0,False
2025-10-29,16:05:52,UTC+07:00,0,220,40.0,19.0,False
2025-10-29,16:05:54,UTC+07:00,0,220,40.0,18.9,False
2025-10-29,16:05:56,UTC+07:00,0,220,40.0,18.9,False
2025-10-29,16:05:59,UTC+07:00,0,220,40.0,18.9,False
2025-10-29,16:06:01,UTC+07:00,0,220,40.0,18.9,False
2025-10-29,16:06:03,UTC+07:00,0,220,40.0,18.9,False
2025-10-29,16:06:05,UTC+07:00,0,220,40.0,18.9,False
2025-10-29,16:06:07,UTC+07:00,0,220,40.0,18.8,False
2025-10-29,16:06:09,UTC+07:00,0,220,40.0,18.8,False
2025-10-29,16:06:11,UTC+07:00,0,220,40.0,18.8,False
2025-10-29,16:06:13,UTC+07:00,0,220,40.0,18.7,False
2025-10-29,16:06:15,UTC+07:00,0,220,40.0,18.7,False
2025-10-29,16:06:17,UTC+07:00,0,220,40.0,18.7,False
2025-10-29,16:06:19,UTC+07:00,0,220,18.8,32.1,False
2025-10-29,16:06:21,UTC+07:00,0,220,40.0,18.8,False
2025-10-29,16:06:23,UTC+07:00,0,220,40.0,18.9,False
2025-10-29,16:06:25,UTC+07:00,0,220,40.0,19.0,False
2025-10-29,16:06:27,UTC+07:00,0,220,40.0,19.0,False
2025-10-29,16:06:29,UTC+07:00,0,220,40.0,19.0,False
2025-10-29,16:06:31,UTC+07:00,0,220,40.0,19.0,False
2025-10-29,16:06:33,UTC+07:00,0,220,40.0,19.0,False
